school_name,district_name,county_name,grade_12_enrollment,total_num_test_takers,num_erw_benchmark,pct_erw_benchmark,num_math_benchmark,pct_math_benchmark,num_test_takers_benchmark,perc_participation,pct_test_takers_benchmark,year
N/A,SBE - The School of Arts and Enterprise,Los Angeles,75.0,69.0,35.0,50.72,8.0,11.59,8.0,92.0,11.59,2018-19
N/A,Madera Unified,Madera,1296.0,204.0,110.0,53.92,53.0,25.98,49.0,15.74074074074074,24.02,2018-19
N/A,Novato Unified,Marin,667.0,258.0,231.0,89.53,155.0,60.08,155.0,38.68065967016492,60.08,2018-19
N/A,Hilmar Unified,Merced,166.0,46.0,29.0,63.04,16.0,34.78,16.0,27.710843373493976,34.78,2018-19
N/A,Pacific Grove Unified,Monterey,151.0,63.0,53.0,84.13,52.0,82.54,48.0,41.72185430463576,76.19,2018-19
N/A,Fullerton Joint Union High,Orange,3550.0,1217.0,1015.0,83.4,803.0,65.98,775.0,34.28169014084507,63.68,2018-19
N/A,Garden Grove Unified,Orange,3627.0,1574.0,1185.0,75.29,889.0,56.48,834.0,43.396746622553074,52.99,2018-19
N/A,Roseville Joint Union High,Placer,2555.0,941.0,831.0,88.31,686.0,72.9,665.0,36.82974559686888,70.67,2018-19
N/A,Riverside County Office of Education,Riverside,858.0,84.0,32.0,38.1,23.0,27.38,23.0,9.79020979020979,27.38,2018-19
N/A,Riverside Unified,Riverside,3434.0,1290.0,873.0,67.67,594.0,46.05,546.0,37.565521258008154,42.33,2018-19
N/A,Val Verde Unified,Riverside,1641.0,1310.0,515.0,39.31,254.0,19.39,225.0,79.82937233394271,17.18,2018-19
N/A,Redlands Unified,San Bernardino,1842.0,1106.0,782.0,70.71,594.0,53.71,551.0,60.043431053203044,49.82,2018-19
N/A,Hesperia Unified,San Bernardino,1986.0,472.0,301.0,63.77,164.0,34.75,145.0,23.76636455186304,30.72,2018-19
N/A,Chula Vista Elementary,San Diego,228.0,112.0,83.0,74.11,31.0,27.68,30.0,49.122807017543856,26.79,2018-19
N/A,Fallbrook Union High,San Diego,557.0,110.0,81.0,73.64,55.0,50.0,53.0,19.748653500897667,48.18,2018-19
N/A,Ramona City Unified,San Diego,476.0,120.0,96.0,80.0,72.0,60.0,68.0,25.210084033613445,56.67,2018-19
N/A,Oceanside Unified,San Diego,1628.0,396.0,292.0,73.74,224.0,56.57,206.0,24.324324324324326,52.02,2018-19
N/A,Santa Ynez Valley Union High,Santa Barbara,231.0,69.0,63.0,91.3,49.0,71.01,48.0,29.87012987012987,69.57,2018-19
N/A,Scott Valley Unified,Siskiyou,45.0,16.0,9.0,56.25,7.0,43.75,6.0,35.55555555555556,37.5,2018-19
N/A,Patterson Joint Unified,Stanislaus,458.0,216.0,116.0,53.7,57.0,26.39,53.0,47.161572052401745,24.54,2018-19
N/A,Visalia Unified,Tulare,2216.0,467.0,356.0,76.23,218.0,46.68,209.0,21.074007220216608,44.75,2018-19
N/A,Dinuba Unified,Tulare,538.0,115.0,67.0,58.26,37.0,32.17,35.0,21.37546468401487,30.43,2018-19
N/A,Hayward Unified,Alameda,1601.0,549.0,341.0,62.11,239.0,43.53,216.0,34.29106808244847,39.34,2018-19
N/A,San Lorenzo Unified,Alameda,1099.0,364.0,244.0,67.03,170.0,46.7,151.0,33.12101910828025,41.48,2018-19
N/A,Dublin Unified,Alameda,695.0,271.0,255.0,94.1,214.0,78.97,212.0,38.99280575539568,78.23,2018-19
N/A,Pierce Joint Unified,Colusa,107.0,21.0,11.0,52.38,3.0,14.29,3.0,19.626168224299064,14.29,2018-19
N/A,Liberty Union High,Contra Costa,2138.0,639.0,505.0,79.03,344.0,53.83,333.0,29.887745556594947,52.11,2018-19
N/A,Parlier Unified,Fresno,232.0,51.0,23.0,45.1,14.0,27.45,11.0,21.982758620689655,21.57,2018-19
N/A,Inyo County Office of Education,Inyo,361.0,23.0,1.0,4.35,1.0,4.35,0.0,6.3711911357340725,0.0,2018-19
N/A,Corcoran Joint Unified,Kings,187.0,49.0,27.0,55.1,17.0,34.69,16.0,26.203208556149733,32.65,2018-19
N/A,Lassen Union High,Lassen,190.0,40.0,32.0,80.0,17.0,42.5,16.0,21.052631578947366,40.0,2018-19
N/A,El Segundo Unified,Los Angeles,319.0,142.0,133.0,93.66,95.0,66.9,92.0,44.5141065830721,64.79,2018-19
N/A,Lawndale Elementary,Los Angeles,126.0,95.0,50.0,52.63,29.0,30.53,22.0,75.39682539682539,23.16,2018-19
N/A,Merced Union High,Merced,2577.0,744.0,470.0,63.17,261.0,35.08,237.0,28.870779976717113,31.85,2018-19
N/A,Gustine Unified,Merced,155.0,18.0,9.0,50.0,3.0,16.67,3.0,11.612903225806452,16.67,2018-19
N/A,Corona-Norco Unified,Riverside,4488.0,1736.0,1354.0,78.0,990.0,57.03,931.0,38.68092691622103,53.63,2018-19
N/A,San Juan Unified,Sacramento,4487.0,938.0,770.0,82.09,547.0,58.32,528.0,20.904836193447736,56.29,2018-19
N/A,Julian Union Elementary,San Diego,207.0,18.0,14.0,77.78,7.0,38.89,7.0,8.695652173913043,38.89,2018-19
N/A,Escalon Unified,San Joaquin,201.0,63.0,48.0,76.19,30.0,47.62,28.0,31.343283582089555,44.44,2018-19
N/A,New Jerusalem Elementary,San Joaquin,523.0,72.0,38.0,52.78,19.0,26.39,18.0,13.766730401529637,25.0,2018-19
N/A,Lompoc Unified,Santa Barbara,648.0,62.0,53.0,85.48,40.0,64.52,40.0,9.5679012345679,64.52,2018-19
N/A,Santa Cruz County Office of Education,Santa Cruz,594.0,59.0,57.0,96.61,47.0,79.66,47.0,9.932659932659933,79.66,2018-19
N/A,Travis Unified,Solano,419.0,163.0,132.0,80.98,90.0,55.21,87.0,38.902147971360385,53.37,2018-19
N/A,Sutter Union High,Sutter,189.0,49.0,44.0,89.8,32.0,65.31,32.0,25.925925925925924,65.31,2018-19
N/A,Corning Union High,Tehama,228.0,30.0,24.0,80.0,18.0,60.0,18.0,13.157894736842104,60.0,2018-19
N/A,Tulare County Office of Education,Tulare,465.0,31.0,25.0,80.65,17.0,54.84,17.0,6.666666666666667,54.84,2018-19
N/A,Sonora Union High,Tuolumne,263.0,41.0,38.0,92.68,31.0,75.61,31.0,15.5893536121673,75.61,2018-19
N/A,Simi Valley Unified,Ventura,1416.0,321.0,283.0,88.16,219.0,68.22,206.0,22.66949152542373,64.17,2018-19
N/A,Williams Unified,Colusa,87.0,29.0,11.0,37.93,1.0,3.45,0.0,33.33333333333333,0.0,2018-19
N/A,John Swett Unified,Contra Costa,123.0,38.0,26.0,68.42,20.0,52.63,18.0,30.89430894308943,47.37,2018-19
N/A,Hamilton Unified,Glenn,90.0,25.0,13.0,52.0,5.0,20.0,4.0,27.77777777777778,16.0,2018-19
N/A,Calexico Unified,Imperial,879.0,194.0,137.0,70.62,104.0,53.61,91.0,22.070534698521048,46.91,2018-19
N/A,Kelseyville Unified,Lake,129.0,45.0,31.0,68.89,14.0,31.11,14.0,34.883720930232556,31.11,2018-19
N/A,Beverly Hills Unified,Los Angeles,424.0,145.0,139.0,95.86,117.0,80.69,116.0,34.19811320754717,80.0,2018-19
N/A,Burbank Unified,Los Angeles,1331.0,522.0,439.0,84.1,377.0,72.22,359.0,39.21863260706236,68.77,2018-19
N/A,Duarte Unified,Los Angeles,405.0,126.0,86.0,68.25,47.0,37.3,45.0,31.11111111111111,35.71,2018-19
N/A,Glendora Unified,Los Angeles,639.0,248.0,214.0,86.29,203.0,81.85,186.0,38.810641627543035,75.0,2018-19
N/A,Los Angeles Unified,Los Angeles,41873.0,19988.0,10448.0,52.27,5981.0,29.92,5493.0,47.734817185298404,27.48,2018-19
N/A,Alhambra Unified,Los Angeles,1902.0,814.0,644.0,79.12,562.0,69.04,519.0,42.797055730809674,63.76,2018-19
N/A,Golden Valley Unified,Madera,172.0,47.0,40.0,85.11,23.0,48.94,21.0,27.325581395348834,44.68,2018-19
N/A,Fort Bragg Unified,Mendocino,119.0,31.0,28.0,90.32,18.0,58.06,18.0,26.05042016806723,58.06,2018-19
N/A,Soledad Unified,Monterey,403.0,141.0,60.0,42.55,26.0,18.44,24.0,34.98759305210918,17.02,2018-19
N/A,Huntington Beach Union High,Orange,4150.0,1313.0,1144.0,87.13,973.0,74.11,931.0,31.63855421686747,70.91,2018-19
N/A,Loomis Union Elementary,Placer,46.0,18.0,16.0,88.89,9.0,50.0,9.0,39.130434782608695,50.0,2018-19
N/A,Banning Unified,Riverside,358.0,74.0,49.0,66.22,25.0,33.78,24.0,20.670391061452513,32.43,2018-19
N/A,Desert Sands Unified,Riverside,2493.0,755.0,522.0,69.14,265.0,35.1,255.0,30.28479743281187,33.77,2018-19
N/A,Fontana Unified,San Bernardino,2941.0,997.0,565.0,56.67,307.0,30.79,276.0,33.90003400204012,27.68,2018-19
N/A,San Lorenzo Valley Unified,Santa Cruz,244.0,50.0,42.0,84.0,30.0,60.0,30.0,20.491803278688526,60.0,2018-19
N/A,Gateway Unified,Shasta,168.0,24.0,16.0,66.67,11.0,45.83,10.0,14.285714285714285,41.67,2018-19
N/A,Benicia Unified,Solano,406.0,132.0,118.0,89.39,99.0,75.0,94.0,32.51231527093596,71.21,2018-19
N/A,Fairfield-Suisun Unified,Solano,1560.0,393.0,299.0,76.08,206.0,52.42,192.0,25.192307692307693,48.85,2018-19
N/A,Modesto City High,Stanislaus,3858.0,1067.0,755.0,70.76,471.0,44.14,443.0,27.656817003628824,41.52,2018-19
N/A,Farmersville Unified,Tulare,216.0,62.0,23.0,37.1,7.0,11.29,7.0,28.703703703703702,11.29,2018-19
N/A,Ojai Unified,Ventura,192.0,49.0,40.0,81.63,28.0,57.14,28.0,25.520833333333332,57.14,2018-19
N/A,Moorpark Unified,Ventura,505.0,125.0,109.0,87.2,90.0,72.0,87.0,24.752475247524753,69.6,2018-19
N/A,Newark Unified,Alameda,460.0,141.0,107.0,75.89,66.0,46.81,64.0,30.65217391304348,45.39,2018-19
N/A,Pleasanton Unified,Alameda,1251.0,438.0,417.0,95.21,371.0,84.7,368.0,35.011990407673856,84.02,2018-19
N/A,Middletown Unified,Lake,154.0,40.0,32.0,80.0,24.0,60.0,21.0,25.97402597402597,52.5,2018-19
N/A,Azusa Unified,Los Angeles,668.0,187.0,129.0,68.98,75.0,40.11,72.0,27.994011976047904,38.5,2018-19
N/A,Charter Oak Unified,Los Angeles,404.0,165.0,122.0,73.94,88.0,53.33,86.0,40.84158415841584,52.12,2018-19
N/A,Glendale Unified,Los Angeles,1978.0,639.0,573.0,89.67,500.0,78.25,485.0,32.30535894843276,75.9,2018-19
N/A,Redondo Beach Unified,Los Angeles,757.0,190.0,175.0,92.11,151.0,79.47,148.0,25.09907529722589,77.89,2018-19
N/A,Shoreline Unified,Marin,37.0,27.0,14.0,51.85,9.0,33.33,6.0,72.97297297297297,22.22,2018-19
N/A,Saint Helena Unified,Napa,121.0,47.0,41.0,87.23,28.0,59.57,28.0,38.84297520661157,59.57,2018-19
N/A,Placentia-Yorba Linda Unified,Orange,2162.0,742.0,632.0,85.18,571.0,76.95,544.0,34.32007400555042,73.32,2018-19
N/A,Saddleback Valley Unified,Orange,2410.0,691.0,611.0,88.42,483.0,69.9,469.0,28.67219917012448,67.87,2018-19
N/A,Nuview Union ,Riverside,157.0,124.0,92.0,74.19,61.0,49.19,56.0,78.98089171974523,45.16,2018-19
N/A,Palo Verde Unified,Riverside,246.0,38.0,27.0,71.05,13.0,34.21,12.0,15.447154471544716,31.58,2018-19
N/A,Silver Valley Unified,San Bernardino,105.0,25.0,20.0,80.0,17.0,68.0,17.0,23.809523809523807,68.0,2018-19
N/A,Lakeside Union Elementary,San Diego,71.0,25.0,23.0,92.0,18.0,72.0,18.0,35.2112676056338,72.0,2018-19
N/A,Valley Center-Pauma Unified,San Diego,314.0,109.0,77.0,70.64,43.0,39.45,41.0,34.71337579617834,37.61,2018-19
N/A,Bonsall Unified,San Diego,67.0,38.0,28.0,73.68,15.0,39.47,15.0,56.71641791044776,39.47,2018-19
N/A,Lincoln Unified,San Joaquin,721.0,207.0,168.0,81.16,111.0,53.62,107.0,28.71012482662968,51.69,2018-19
N/A,Lammersville Joint Unified,San Joaquin,283.0,132.0,114.0,86.36,82.0,62.12,80.0,46.64310954063604,60.61,2018-19
N/A,Jefferson Union High,San Mateo,1179.0,912.0,575.0,63.05,412.0,45.18,386.0,77.35368956743002,42.32,2018-19
N/A,Sequoia Union High,San Mateo,2532.0,894.0,695.0,77.74,580.0,64.88,547.0,35.308056872037916,61.19,2018-19
N/A,Palo Alto Unified,Santa Clara,1020.0,367.0,353.0,96.19,335.0,91.28,332.0,35.98039215686274,90.46,2018-19
N/A,Healdsburg Unified,Sonoma,158.0,47.0,39.0,82.98,29.0,61.7,28.0,29.746835443037973,59.57,2018-19
N/A,Hughson Unified,Stanislaus,168.0,40.0,29.0,72.5,24.0,60.0,23.0,23.809523809523807,57.5,2018-19
N/A,Yuba City Unified,Sutter,972.0,205.0,170.0,82.93,115.0,56.1,115.0,21.090534979423868,56.1,2018-19
N/A,Burton Elementary,Tulare,81.0,33.0,22.0,66.67,9.0,27.27,9.0,40.74074074074074,27.27,2018-19
N/A,Woodland Joint Unified,Yolo,767.0,223.0,153.0,68.61,97.0,43.5,89.0,29.074315514993483,39.91,2018-19
N/A,Berkeley Unified,Alameda,820.0,321.0,280.0,87.23,228.0,71.03,224.0,39.146341463414636,69.78,2018-19
N/A,Butte County Office of Education,Butte,207.0,23.0,20.0,86.96,7.0,30.43,7.0,11.11111111111111,30.43,2018-19
N/A,West Contra Costa Unified,Contra Costa,2520.0,1770.0,778.0,43.95,431.0,24.35,397.0,70.23809523809523,22.43,2018-19
N/A,Clovis Unified,Fresno,3305.0,1209.0,1010.0,83.54,747.0,61.79,724.0,36.58093797276854,59.88,2018-19
N/A,Firebaugh-Las Deltas Unified,Fresno,170.0,84.0,40.0,47.62,6.0,7.14,5.0,49.411764705882355,5.95,2018-19
N/A,San Pasqual Valley Unified,Imperial,49.0,19.0,6.0,31.58,3.0,15.79,2.0,38.775510204081634,10.53,2018-19
N/A,McFarland Unified,Kern,209.0,66.0,25.0,37.88,7.0,10.61,6.0,31.57894736842105,9.09,2018-19
N/A,Hanford Joint Union High,Kings,897.0,193.0,136.0,70.47,78.0,40.41,72.0,21.516164994425864,37.31,2018-19
N/A,Covina-Valley Unified,Los Angeles,1066.0,998.0,461.0,46.19,279.0,27.96,246.0,93.62101313320825,24.65,2018-19
N/A,Wiseburn Unified,Los Angeles,428.0,140.0,96.0,68.57,46.0,32.86,44.0,32.71028037383177,31.43,2018-19
N/A,Mariposa County Unified,Mariposa,149.0,36.0,33.0,91.67,27.0,75.0,26.0,24.161073825503358,72.22,2018-19
N/A,Le Grand Union High,Merced,102.0,46.0,20.0,43.48,11.0,23.91,7.0,45.09803921568628,15.22,2018-19
N/A,Dos Palos Oro Loma Joint Unified,Merced,194.0,43.0,22.0,51.16,9.0,20.93,7.0,22.164948453608247,16.28,2018-19
N/A,Nevada Joint Union High,Nevada,700.0,175.0,151.0,86.29,129.0,73.71,125.0,25.0,71.43,2018-19
N/A,Anaheim Union High,Orange,5479.0,1490.0,1107.0,74.3,793.0,53.22,757.0,27.194743566344226,50.81,2018-19
N/A,Plumas Unified,Plumas,161.0,34.0,28.0,82.35,23.0,67.65,22.0,21.11801242236025,64.71,2018-19
N/A,Lake Elsinore Unified,Riverside,1608.0,493.0,339.0,68.76,220.0,44.62,201.0,30.6592039800995,40.77,2018-19
N/A,San Benito High,San Benito,807.0,205.0,154.0,75.12,103.0,50.24,97.0,25.402726146220573,47.32,2018-19
N/A,Helendale Elementary,San Bernardino,199.0,27.0,23.0,85.19,8.0,29.63,8.0,13.5678391959799,29.63,2018-19
N/A,Oro Grande,San Bernardino,647.0,48.0,31.0,64.58,16.0,33.33,14.0,7.418856259659969,29.17,2018-19
N/A,San Bernardino City Unified,San Bernardino,3558.0,932.0,523.0,56.12,261.0,28.0,242.0,26.194491287240023,25.97,2018-19
N/A,San Diego Unified,San Diego,9418.0,3369.0,2402.0,71.3,1674.0,49.69,1588.0,35.77192609895944,47.14,2018-19
N/A,San Dieguito Union High,San Diego,2334.0,707.0,672.0,95.05,588.0,83.17,580.0,30.291345329905738,82.04,2018-19
N/A,San Luis Coastal Unified,San Luis Obispo,591.0,185.0,171.0,92.43,147.0,79.46,144.0,31.302876480541453,77.84,2018-19
N/A,Cabrillo Unified,San Mateo,251.0,77.0,60.0,77.92,44.0,57.14,44.0,30.677290836653388,57.14,2018-19
N/A,Gilroy Unified,Santa Clara,972.0,335.0,248.0,74.03,178.0,53.13,166.0,34.465020576131685,49.55,2018-19
N/A,Dixon Unified,Solano,310.0,94.0,73.0,77.66,62.0,65.96,59.0,30.32258064516129,62.77,2018-19
N/A,Santa Rosa High,Sonoma,1968.0,413.0,338.0,81.84,247.0,59.81,243.0,20.98577235772358,58.84,2018-19
N/A,Newman-Crows Landing Unified,Stanislaus,227.0,66.0,44.0,66.67,23.0,34.85,21.0,29.074889867841406,31.82,2018-19
N/A,Cutler-Orosi Joint Unified,Tulare,292.0,122.0,41.0,33.61,18.0,14.75,17.0,41.78082191780822,13.93,2018-19
N/A,Tulare Joint Union High,Tulare,1284.0,397.0,234.0,58.94,159.0,40.05,139.0,30.919003115264797,35.01,2018-19
N/A,Winters Joint Unified,Yolo,119.0,31.0,24.0,77.42,16.0,51.61,16.0,26.05042016806723,51.61,2018-19
N/A,Bret Harte Union High,Calaveras,170.0,46.0,42.0,91.3,29.0,63.04,29.0,27.058823529411764,63.04,2018-19
N/A,Willows Unified,Glenn,123.0,27.0,14.0,51.85,6.0,22.22,5.0,21.951219512195124,18.52,2018-19
N/A,Imperial Unified,Imperial,279.0,78.0,66.0,84.62,34.0,43.59,34.0,27.956989247311824,43.59,2018-19
N/A,Konocti Unified,Lake,211.0,43.0,30.0,69.77,10.0,23.26,9.0,20.379146919431278,20.93,2018-19
N/A,Centinela Valley Union High,Los Angeles,1875.0,589.0,271.0,46.01,121.0,20.54,102.0,31.41333333333333,17.32,2018-19
N/A,Long Beach Unified,Los Angeles,5929.0,3705.0,2084.0,56.25,1331.0,35.92,1266.0,62.4894585933547,34.17,2018-19
N/A,San Gabriel Unified,Los Angeles,619.0,242.0,197.0,81.4,173.0,71.49,155.0,39.09531502423263,64.05,2018-19
N/A,SBE - New West Charter,Los Angeles,90.0,47.0,43.0,91.49,33.0,70.21,32.0,52.22222222222223,68.09,2018-19
N/A,Calistoga Joint Unified,Napa,49.0,16.0,8.0,50.0,3.0,18.75,3.0,32.6530612244898,18.75,2018-19
N/A,San Jacinto Unified,Riverside,859.0,252.0,144.0,57.14,67.0,26.59,60.0,29.336437718277065,23.81,2018-19
N/A,River Delta Joint Unified,Sacramento,173.0,62.0,39.0,62.9,20.0,32.26,19.0,35.83815028901734,30.65,2018-19
N/A,Aromas - San Juan Unified,San Benito,75.0,21.0,16.0,76.19,12.0,57.14,10.0,28.000000000000004,47.62,2018-19
N/A,Chino Valley Unified,San Bernardino,2434.0,1788.0,1183.0,66.16,826.0,46.2,780.0,73.45932621199671,43.62,2018-19
N/A,Upland Unified,San Bernardino,867.0,296.0,229.0,77.36,146.0,49.32,142.0,34.140715109573236,47.97,2018-19
N/A,Shasta Union High,Shasta,1308.0,263.0,237.0,90.11,197.0,74.9,192.0,20.107033639143733,73.0,2018-19
N/A,Siskiyou Union High,Siskiyou,150.0,39.0,33.0,84.62,20.0,51.28,20.0,26.0,51.28,2018-19
N/A,Vallejo City Unified,Solano,994.0,277.0,166.0,59.93,70.0,25.27,66.0,27.867203219315893,23.83,2018-19
N/A,Ventura Unified,Ventura,1301.0,348.0,293.0,84.2,218.0,62.64,214.0,26.74865488086088,61.49,2018-19
N/A,Conejo Valley Unified,Ventura,1767.0,611.0,572.0,93.62,471.0,77.09,469.0,34.57838143746463,76.76,2018-19
N/A,Santa Paula Unified,Ventura,429.0,95.0,68.0,71.58,45.0,47.37,41.0,22.144522144522146,43.16,2018-19
N/A,Wheatland Union High,Yuba,167.0,52.0,43.0,82.69,27.0,51.92,26.0,31.137724550898206,50.0,2018-19
N/A,Alameda County Office of Education,Alameda,170.0,67.0,28.0,41.79,11.0,16.42,11.0,39.411764705882355,16.42,2018-19
N/A,Selma Unified,Fresno,499.0,142.0,84.0,59.15,55.0,38.73,49.0,28.45691382765531,34.51,2018-19
N/A,Sierra Sands Unified,Kern,353.0,86.0,76.0,88.37,63.0,73.26,62.0,24.362606232294617,72.09,2018-19
N/A,Bassett Unified,Los Angeles,285.0,91.0,56.0,61.54,35.0,38.46,29.0,31.929824561403507,31.87,2018-19
N/A,Lennox,Los Angeles,296.0,233.0,134.0,57.51,73.0,31.33,69.0,78.71621621621621,29.61,2018-19
N/A,Manhattan Beach Unified,Los Angeles,610.0,205.0,202.0,98.54,179.0,87.32,179.0,33.60655737704918,87.32,2018-19
N/A,Chowchilla Union High,Madera,276.0,86.0,48.0,55.81,20.0,23.26,18.0,31.15942028985507,20.93,2018-19
N/A,Natomas Unified,Sacramento,1130.0,527.0,368.0,69.83,222.0,42.13,210.0,46.63716814159292,39.85,2018-19
N/A,Needles Unified,San Bernardino,69.0,17.0,10.0,58.82,5.0,29.41,4.0,24.637681159420293,23.53,2018-19
N/A,Atascadero Unified,San Luis Obispo,355.0,45.0,40.0,88.89,29.0,64.44,29.0,12.676056338028168,64.44,2018-19
N/A,Templeton Unified,San Luis Obispo,203.0,54.0,49.0,90.74,34.0,62.96,34.0,26.60098522167488,62.96,2018-19
N/A,Santa Maria Joint Union High,Santa Barbara,1949.0,417.0,286.0,68.59,206.0,49.4,192.0,21.395587480759364,46.04,2018-19
N/A,Santa Barbara Unified,Santa Barbara,1669.0,540.0,476.0,88.15,379.0,70.19,371.0,32.354703415218694,68.7,2018-19
N/A,Cloverdale Unified,Sonoma,85.0,21.0,10.0,47.62,4.0,19.05,2.0,24.705882352941178,9.52,2018-19
N/A,Sonoma Valley Unified,Sonoma,293.0,91.0,71.0,78.02,53.0,58.24,50.0,31.058020477815703,54.95,2018-19
N/A,Lindsay Unified,Tulare,293.0,100.0,55.0,55.0,15.0,15.0,12.0,34.129692832764505,12.0,2018-19
N/A,Chico Unified,Butte,1175.0,294.0,253.0,86.05,211.0,71.77,201.0,25.02127659574468,68.37,2018-19
N/A,Calaveras Unified,Calaveras,216.0,37.0,34.0,91.89,26.0,70.27,26.0,17.12962962962963,70.27,2018-19
N/A,Antioch Unified,Contra Costa,1543.0,286.0,191.0,66.78,117.0,40.91,106.0,18.535320803629293,37.06,2018-19
N/A,Kingsburg Joint Union High,Fresno,276.0,80.0,62.0,77.5,47.0,58.75,44.0,28.985507246376812,55.0,2018-19
N/A,Orland Joint Unified,Glenn,177.0,32.0,28.0,87.5,14.0,43.75,14.0,18.07909604519774,43.75,2018-19
N/A,Brawley Union High,Imperial,471.0,131.0,86.0,65.65,38.0,29.01,37.0,27.81316348195329,28.24,2018-19
N/A,Taft Union High,Kern,238.0,46.0,33.0,71.74,15.0,32.61,15.0,19.327731092436977,32.61,2018-19
N/A,Reef-Sunset Unified,Kings,165.0,63.0,21.0,33.33,9.0,14.29,8.0,38.18181818181819,12.7,2018-19
N/A,ABC Unified,Los Angeles,1663.0,631.0,521.0,82.57,420.0,66.56,403.0,37.94347564642213,63.87,2018-19
N/A,Culver City Unified,Los Angeles,556.0,223.0,187.0,83.86,120.0,53.81,118.0,40.10791366906475,52.91,2018-19
N/A,Palmdale Elementary,Los Angeles,402.0,111.0,83.0,74.77,34.0,30.63,33.0,27.611940298507463,29.73,2018-19
N/A,Santa Monica-Malibu Unified,Los Angeles,899.0,359.0,313.0,87.19,253.0,70.47,250.0,39.93325917686318,69.64,2018-19
N/A,Mammoth Unified,Mono,107.0,26.0,24.0,92.31,15.0,57.69,15.0,24.299065420560748,57.69,2018-19
N/A,South Monterey County Joint Union High,Monterey,557.0,176.0,85.0,48.3,29.0,16.48,26.0,31.597845601436266,14.77,2018-19
N/A,Napa Valley Unified,Napa,1513.0,492.0,354.0,71.95,241.0,48.98,227.0,32.518175809649705,46.14,2018-19
N/A,Capistrano Unified,Orange,4805.0,1332.0,1211.0,90.92,998.0,74.92,978.0,27.721123829344435,73.42,2018-19
N/A,Laguna Beach Unified,Orange,295.0,57.0,55.0,96.49,45.0,78.95,45.0,19.322033898305087,78.95,2018-19
N/A,Beaumont Unified,Riverside,735.0,577.0,338.0,58.58,166.0,28.77,159.0,78.50340136054422,27.56,2018-19
N/A,Mountain Empire Unified,San Diego,342.0,39.0,30.0,76.92,15.0,38.46,14.0,11.403508771929824,35.9,2018-19
N/A,Sweetwater Union High,San Diego,7934.0,2608.0,2005.0,76.88,1406.0,53.91,1335.0,32.87118729518528,51.19,2018-19
N/A,San Mateo Union High,San Mateo,2359.0,976.0,870.0,89.14,743.0,76.13,720.0,41.373463331920306,73.77,2018-19
N/A,Fremont Union High,Santa Clara,2761.0,878.0,814.0,92.71,782.0,89.07,764.0,31.800072437522637,87.02,2018-19
N/A,Petaluma Joint Union High,Sonoma,889.0,277.0,238.0,85.92,179.0,64.62,176.0,31.158605174353205,63.54,2018-19
N/A,Porterville Unified,Tulare,1665.0,380.0,234.0,61.58,133.0,35.0,119.0,22.822822822822822,31.32,2018-19
N/A,Fillmore Unified,Ventura,298.0,116.0,84.0,72.41,61.0,52.59,57.0,38.92617449664429,49.14,2018-19
N/A,Amador County Unified,Amador,290.0,53.0,44.0,83.02,35.0,66.04,33.0,18.275862068965516,62.26,2018-19
N/A,Coalinga-Huron Unified,Fresno,288.0,59.0,38.0,64.41,15.0,25.42,15.0,20.48611111111111,25.42,2018-19
N/A,Southern Kern Unified,Kern,234.0,40.0,29.0,72.5,14.0,35.0,14.0,17.094017094017094,35.0,2018-19
N/A,Claremont Unified,Los Angeles,616.0,263.0,234.0,88.97,181.0,68.82,175.0,42.6948051948052,66.54,2018-19
N/A,Downey Unified,Los Angeles,2147.0,731.0,543.0,74.28,353.0,48.29,331.0,34.04750815090824,45.28,2018-19
N/A,La Canada Unified,Los Angeles,347.0,170.0,163.0,95.88,158.0,92.94,156.0,48.99135446685879,91.76,2018-19
N/A,South Pasadena Unified,Los Angeles,370.0,181.0,175.0,96.69,160.0,88.4,159.0,48.91891891891892,87.85,2018-19
N/A,Temple City Unified,Los Angeles,518.0,235.0,219.0,93.19,195.0,82.98,186.0,45.366795366795365,79.15,2018-19
N/A,Torrance Unified,Los Angeles,2115.0,795.0,695.0,87.42,577.0,72.58,562.0,37.5886524822695,70.69,2018-19
N/A,Walnut Valley Unified,Los Angeles,1424.0,809.0,721.0,89.12,654.0,80.84,625.0,56.81179775280899,77.26,2018-19
N/A,Acton-Agua Dulce Unified,Los Angeles,1268.0,112.0,74.0,66.07,34.0,30.36,31.0,8.832807570977918,27.68,2018-19
N/A,SBE - Academia Avance Charter,Los Angeles,65.0,42.0,15.0,35.71,6.0,14.29,5.0,64.61538461538461,11.9,2018-19
N/A,Yosemite Unified,Madera,202.0,57.0,48.0,84.21,27.0,47.37,26.0,28.217821782178216,45.61,2018-19
N/A,Menifee Union Elementary,Riverside,113.0,52.0,47.0,90.38,28.0,53.85,28.0,46.017699115044245,53.85,2018-19
