school_name,district_name,county_name,grade_12_enrollment,total_num_test_takers,num_erw_benchmark,pct_erw_benchmark,num_math_benchmark,pct_math_benchmark,num_test_takers_benchmark,perc_participation,pct_test_takers_benchmark,year
Clovis North High,Clovis Unified,Fresno,576.0,244.0,233.0,95.49,199.0,81.56,196.0,42.36111111111111,80.33,2018-19
Dr. Maya Angelou Community High,Los Angeles Unified,Los Angeles,147.0,97.0,27.0,27.84,6.0,6.19,6.0,65.98639455782312,6.19,2018-19
South High,Torrance Unified,Los Angeles,550.0,226.0,210.0,92.92,192.0,84.96,187.0,41.090909090909086,82.74,2018-19
Buhach Colony High,Merced Union High,Merced,412.0,137.0,90.0,65.69,52.0,37.96,45.0,33.25242718446602,32.85,2018-19
Del Campo High,San Juan Unified,Sacramento,371.0,95.0,79.0,83.16,43.0,45.26,41.0,25.60646900269542,43.16,2018-19
San Diego SCPA,San Diego Unified,San Diego,165.0,96.0,79.0,82.29,48.0,50.0,46.0,58.18181818181818,47.92,2018-19
Hayward High,Hayward Unified,Alameda,355.0,135.0,79.0,58.52,53.0,39.26,46.0,38.028169014084504,34.07,2018-19
Arcata High,Northern Humboldt Union High,Humboldt,210.0,58.0,54.0,93.1,40.0,68.97,40.0,27.61904761904762,68.97,2018-19
Animo Venice Charter High,Los Angeles Unified,Los Angeles,132.0,24.0,16.0,66.67,10.0,41.67,10.0,18.181818181818183,41.67,2018-19
Orthopaedic Hospital,Los Angeles Unified,Los Angeles,168.0,134.0,87.0,64.93,44.0,32.84,39.0,79.76190476190477,29.1,2018-19
Orange Vista High,Val Verde Unified,Riverside,407.0,385.0,107.0,27.79,45.0,11.69,37.0,94.5945945945946,9.61,2018-19
Livermore High,Livermore Valley Joint Unified,Alameda,437.0,132.0,118.0,89.39,101.0,76.52,97.0,30.205949656750576,73.48,2018-19
Central City Value,Los Angeles Unified,Los Angeles,105.0,83.0,28.0,33.73,11.0,13.25,10.0,79.04761904761905,12.05,2018-19
San Juan Hills High,Capistrano Unified,Orange,580.0,204.0,184.0,90.2,142.0,69.61,139.0,35.172413793103445,68.14,2018-19
Aliso Niguel High,Capistrano Unified,Orange,749.0,235.0,220.0,93.62,199.0,84.68,195.0,31.37516688918558,82.98,2018-19
Pleasant Grove High,Elk Grove Unified,Sacramento,556.0,228.0,209.0,91.67,191.0,83.77,187.0,41.007194244604314,82.02,2018-19
Sunnyside High,Fresno Unified,Fresno,620.0,193.0,78.0,40.41,35.0,18.13,31.0,31.129032258064516,16.06,2018-19
Arroyo High,El Monte Union High,Los Angeles,544.0,221.0,168.0,76.02,143.0,64.71,134.0,40.625,60.63,2018-19
El Rancho High,El Rancho Unified,Los Angeles,592.0,266.0,164.0,61.65,95.0,35.71,85.0,44.932432432432435,31.95,2018-19
Silver Valley High,Silver Valley Unified,San Bernardino,84.0,24.0,19.0,79.17,16.0,66.67,16.0,28.57142857142857,66.67,2018-19
Stockton Collegiate International Secondary,Stockton Unified,San Joaquin,48.0,32.0,26.0,81.25,14.0,43.75,14.0,66.66666666666666,43.75,2018-19
Huntington Park Senior High,Los Angeles Unified,Los Angeles,301.0,130.0,41.0,31.54,14.0,10.77,13.0,43.18936877076412,10.0,2018-19
Desert Mirage High,Coachella Valley Unified,Riverside,459.0,125.0,57.0,45.6,23.0,18.4,21.0,27.233115468409586,16.8,2018-19
Social Justice Leadership Academy at Esteban E. Torres High No. 5,Los Angeles Unified,Los Angeles,90.0,55.0,23.0,41.82,4.0,7.27,3.0,61.111111111111114,5.45,2018-19
Alliance Ted K. Tajima High,Los Angeles Unified,Los Angeles,59.0,57.0,28.0,49.12,19.0,33.33,17.0,96.61016949152543,29.82,2018-19
Lodi High,Lodi Unified,San Joaquin,508.0,153.0,133.0,86.93,110.0,71.9,107.0,30.118110236220474,69.93,2018-19
Central Valley High,Gateway Unified,Shasta,133.0,24.0,16.0,66.67,11.0,45.83,10.0,18.045112781954884,41.67,2018-19
CORE Butte Charter,Butte County Office of Education,Butte,113.0,23.0,20.0,86.96,7.0,30.43,7.0,20.353982300884958,30.43,2018-19
Anderson W. Clark Magnet High,Glendale Unified,Los Angeles,224.0,92.0,87.0,94.57,79.0,85.87,78.0,41.07142857142857,84.78,2018-19
Bert Corona Charter High,Los Angeles Unified,Los Angeles,43.0,29.0,8.0,27.59,4.0,13.79,3.0,67.44186046511628,10.34,2018-19
Dominguez High,Compton Unified,Los Angeles,391.0,101.0,36.0,35.64,12.0,11.88,10.0,25.831202046035806,9.9,2018-19
Palm Springs High,Palm Springs Unified,Riverside,418.0,182.0,114.0,62.64,59.0,32.42,56.0,43.54066985645933,30.77,2018-19
Creative Connections Arts Academy,Twin Rivers Unified,Sacramento,34.0,32.0,19.0,59.38,10.0,31.25,10.0,94.11764705882352,31.25,2018-19
Cupertino High,Fremont Union High,Santa Clara,625.0,234.0,219.0,93.59,208.0,88.89,203.0,37.44,86.75,2018-19
School for the Visual Arts and Humanities,Los Angeles Unified,Los Angeles,87.0,64.0,25.0,39.06,5.0,7.81,3.0,73.5632183908046,4.69,2018-19
Ripon High,Ripon Unified,San Joaquin,190.0,72.0,62.0,86.11,35.0,48.61,34.0,37.89473684210527,47.22,2018-19
Mission Oak High,Tulare Joint Union High,Tulare,368.0,134.0,71.0,52.99,47.0,35.07,38.0,36.41304347826087,28.36,2018-19
Alliance Judy Ivie Burton Technology Academy High,Los Angeles Unified,Los Angeles,138.0,138.0,58.0,42.03,36.0,26.09,31.0,100.0,22.46,2018-19
South East High,Los Angeles Unified,Los Angeles,368.0,220.0,128.0,58.18,45.0,20.45,43.0,59.78260869565217,19.55,2018-19
Benicia High,Benicia Unified,Solano,363.0,132.0,118.0,89.39,99.0,75.0,94.0,36.36363636363637,71.21,2018-19
James Lick High,East Side Union High,Santa Clara,267.0,94.0,39.0,41.49,26.0,27.66,19.0,35.2059925093633,20.21,2018-19
Mt. Pleasant High,East Side Union High,Santa Clara,307.0,106.0,82.0,77.36,53.0,50.0,49.0,34.527687296416936,46.23,2018-19
Oroville High,Oroville Union High,Butte,225.0,42.0,30.0,71.43,18.0,42.86,16.0,18.666666666666668,38.1,2018-19
North Salinas High,Salinas Union High,Monterey,498.0,118.0,74.0,62.71,44.0,37.29,43.0,23.694779116465863,36.44,2018-19
Millennium Charter,Tracy Joint Unified,San Joaquin,128.0,69.0,51.0,73.91,37.0,53.62,34.0,53.90625,49.28,2018-19
El Diamante High,Visalia Unified,Tulare,461.0,100.0,82.0,82.0,55.0,55.0,53.0,21.69197396963124,53.0,2018-19
Kingsburg High,Kingsburg Joint Union High,Fresno,246.0,80.0,62.0,77.5,47.0,58.75,44.0,32.52032520325203,55.0,2018-19
Wasco High,Wasco Union High,Kern,391.0,183.0,80.0,43.72,48.0,26.23,40.0,46.80306905370844,21.86,2018-19
Trabuco Hills High,Saddleback Valley Unified,Orange,669.0,194.0,183.0,94.33,147.0,75.77,146.0,28.998505231689087,75.26,2018-19
Roseland Charter,Roseland,Sonoma,147.0,49.0,26.0,53.06,17.0,34.69,16.0,33.33333333333333,32.65,2018-19
Piner High,Santa Rosa High,Sonoma,338.0,86.0,67.0,77.91,34.0,39.53,33.0,25.443786982248522,38.37,2018-19
John Marshall Senior High,Los Angeles Unified,Los Angeles,552.0,395.0,280.0,70.89,183.0,46.33,177.0,71.55797101449275,44.81,2018-19
Verdugo Hills Senior High,Los Angeles Unified,Los Angeles,327.0,108.0,79.0,73.15,54.0,50.0,52.0,33.02752293577982,48.15,2018-19
John F. Kennedy High,Los Angeles Unified,Los Angeles,463.0,245.0,157.0,64.08,83.0,33.88,78.0,52.915766738660906,31.84,2018-19
School of Arts and Enterprise,SBE - The School of Arts and Enterprise,Los Angeles,75.0,69.0,35.0,50.72,8.0,11.59,8.0,92.0,11.59,2018-19
Leland High,San Jose Unified,Santa Clara,454.0,133.0,122.0,91.73,118.0,88.72,112.0,29.295154185022028,84.21,2018-19
Rancho Cotate High,Cotati-Rohnert Park Unified,Sonoma,343.0,105.0,69.0,65.71,44.0,41.9,39.0,30.612244897959183,37.14,2018-19
Foothill Technology High,Ventura Unified,Ventura,222.0,92.0,79.0,85.87,64.0,69.57,63.0,41.44144144144144,68.48,2018-19
Pajaro Valley High,Pajaro Valley Unified,Santa Cruz,294.0,73.0,34.0,46.58,13.0,17.81,11.0,24.829931972789115,15.07,2018-19
Lincoln High,Lincoln Unified,San Joaquin,676.0,207.0,168.0,81.16,111.0,53.62,107.0,30.62130177514793,51.69,2018-19
Dos Pueblos Senior High,Santa Barbara Unified,Santa Barbara,486.0,191.0,169.0,88.48,144.0,75.39,142.0,39.300411522633745,74.35,2018-19
San Marcos Senior High,Santa Barbara Unified,Santa Barbara,535.0,183.0,158.0,86.34,119.0,65.03,116.0,34.205607476635514,63.39,2018-19
Lindhurst High,Marysville Joint Unified,Yuba,214.0,38.0,23.0,60.53,14.0,36.84,13.0,17.75700934579439,34.21,2018-19
PUC Lakeview Charter High,Los Angeles Unified,Los Angeles,100.0,76.0,42.0,55.26,21.0,27.63,19.0,76.0,25.0,2018-19
Huntington Beach High,Huntington Beach Union High,Orange,718.0,270.0,251.0,92.96,203.0,75.19,202.0,37.60445682451253,74.81,2018-19
Laguna Beach High,Laguna Beach Unified,Orange,294.0,57.0,55.0,96.49,45.0,78.95,45.0,19.387755102040817,78.95,2018-19
John F. Kennedy High,Corona-Norco Unified,Riverside,232.0,89.0,76.0,85.39,50.0,56.18,50.0,38.362068965517246,56.18,2018-19
Norco High,Corona-Norco Unified,Riverside,472.0,163.0,123.0,75.46,90.0,55.21,84.0,34.53389830508475,51.53,2018-19
Northgate High,Mt. Diablo Unified,Contra Costa,364.0,142.0,123.0,86.62,110.0,77.46,108.0,39.010989010989015,76.06,2018-19
Montebello High,Montebello Unified,Los Angeles,628.0,171.0,108.0,63.16,70.0,40.94,63.0,27.229299363057326,36.84,2018-19
Da Vinci Science,Wiseburn Unified,Los Angeles,159.0,54.0,45.0,83.33,29.0,53.7,28.0,33.9622641509434,51.85,2018-19
Elsinore High,Lake Elsinore Unified,Riverside,437.0,137.0,105.0,76.64,67.0,48.91,61.0,31.35011441647597,44.53,2018-19
Carlsbad High,Carlsbad Unified,San Diego,525.0,189.0,168.0,88.89,142.0,75.13,139.0,36.0,73.54,2018-19
California Connections Academy Southern California,Capistrano Unified,Orange,618.0,76.0,57.0,75.0,42.0,55.26,42.0,12.297734627831716,55.26,2018-19
Woodcreek High,Roseville Joint Union High,Placer,537.0,182.0,167.0,91.76,151.0,82.97,146.0,33.89199255121043,80.22,2018-19
Fontana High,Fontana Unified,San Bernardino,538.0,218.0,95.0,43.58,52.0,23.85,38.0,40.520446096654275,17.43,2018-19
Escondido High,Escondido Union High,San Diego,580.0,191.0,122.0,63.87,64.0,33.51,63.0,32.93103448275862,32.98,2018-19
Galileo High,San Francisco Unified,San Francisco,462.0,263.0,172.0,65.4,173.0,65.78,146.0,56.926406926406926,55.51,2018-19
O'Connell (John) High,San Francisco Unified,San Francisco,99.0,23.0,9.0,39.13,6.0,26.09,4.0,23.232323232323232,17.39,2018-19
Phillip J Patino School of Entrepreneurship,Fresno Unified,Fresno,71.0,19.0,18.0,94.74,11.0,57.89,11.0,26.76056338028169,57.89,2018-19
Kern Valley High,Kern High,Kern,113.0,16.0,12.0,75.0,5.0,31.25,5.0,14.15929203539823,31.25,2018-19
El Segundo High,El Segundo Unified,Los Angeles,292.0,140.0,132.0,94.29,95.0,67.86,92.0,47.94520547945205,65.71,2018-19
Thirty-Second Street USC Performing Arts,Los Angeles Unified,Los Angeles,73.0,57.0,31.0,54.39,12.0,21.05,11.0,78.08219178082192,19.3,2018-19
Natomas Pacific Pathways Prep,Natomas Unified,Sacramento,155.0,111.0,94.0,84.68,74.0,66.67,71.0,71.61290322580646,63.96,2018-19
John C. Fremont Senior High,Los Angeles Unified,Los Angeles,402.0,85.0,35.0,41.18,11.0,12.94,9.0,21.144278606965177,10.59,2018-19
Ulysses S. Grant Senior High,Los Angeles Unified,Los Angeles,432.0,151.0,92.0,60.93,61.0,40.4,55.0,34.9537037037037,36.42,2018-19
Hollywood Senior High,Los Angeles Unified,Los Angeles,334.0,174.0,114.0,65.52,65.0,37.36,61.0,52.09580838323353,35.06,2018-19
Thomas Jefferson Senior High,Los Angeles Unified,Los Angeles,116.0,68.0,16.0,23.53,7.0,10.29,6.0,58.620689655172406,8.82,2018-19
Vasquez High,Acton-Agua Dulce Unified,Los Angeles,86.0,19.0,16.0,84.21,10.0,52.63,10.0,22.093023255813954,52.63,2018-19
San Jacinto High,San Jacinto Unified,Riverside,574.0,185.0,107.0,57.84,50.0,27.03,44.0,32.22996515679443,23.78,2018-19
Castlemont High,Oakland Unified,Alameda,182.0,46.0,11.0,23.91,4.0,8.7,4.0,25.274725274725274,8.7,2018-19
Oakland High,Oakland Unified,Alameda,328.0,116.0,72.0,62.07,38.0,32.76,35.0,35.36585365853659,30.17,2018-19
Pioneer Valley High,Santa Maria Joint Union High,Santa Barbara,587.0,143.0,95.0,66.43,59.0,41.26,56.0,24.361158432708688,39.16,2018-19
Charter Oak High,Charter Oak Unified,Los Angeles,364.0,162.0,121.0,74.69,87.0,53.7,85.0,44.505494505494504,52.47,2018-19
Mendocino High,Mendocino Unified,Mendocino,44.0,17.0,17.0,100.0,12.0,70.59,12.0,38.63636363636363,70.59,2018-19
La Quinta High,Garden Grove Unified,Orange,561.0,343.0,299.0,87.17,277.0,80.76,261.0,61.14081996434938,76.09,2018-19
School of Engineering & Sciences,Sacramento City Unified,Sacramento,58.0,24.0,18.0,75.0,15.0,62.5,15.0,41.37931034482759,62.5,2018-19
John F. Kennedy High,Sacramento City Unified,Sacramento,537.0,187.0,127.0,67.91,103.0,55.08,92.0,34.82309124767225,49.2,2018-19
Gridley High,Gridley Unified,Butte,158.0,64.0,39.0,60.94,34.0,53.13,30.0,40.50632911392405,46.88,2018-19
Rosamond High Early College Campus,Southern Kern Unified,Kern,194.0,40.0,29.0,72.5,14.0,35.0,14.0,20.618556701030926,35.0,2018-19
Heritage High,Perris Union High,Riverside,610.0,229.0,145.0,63.32,57.0,24.89,56.0,37.540983606557376,24.45,2018-19
John C. Kimball High,Tracy Joint Unified,San Joaquin,349.0,124.0,102.0,82.26,73.0,58.87,69.0,35.53008595988539,55.65,2018-19
Bell Senior High,Los Angeles Unified,Los Angeles,575.0,318.0,164.0,51.57,82.0,25.79,75.0,55.30434782608695,23.58,2018-19
California Virtual Academy @ San Diego,Spencer Valley Elementary,San Diego,183.0,26.0,23.0,88.46,14.0,53.85,14.0,14.207650273224044,53.85,2018-19
Lakewood High,Long Beach Unified,Los Angeles,743.0,595.0,324.0,54.45,206.0,34.62,189.0,80.08075370121131,31.76,2018-19
Nathaniel Narbonne Senior High,Los Angeles Unified,Los Angeles,543.0,223.0,115.0,51.57,74.0,33.18,69.0,41.06813996316759,30.94,2018-19
North Hollywood Senior High,Los Angeles Unified,Los Angeles,573.0,242.0,161.0,66.53,99.0,40.91,91.0,42.23385689354276,37.6,2018-19
Sylmar Charter High,Los Angeles Unified,Los Angeles,361.0,182.0,89.0,48.9,53.0,29.12,45.0,50.41551246537396,24.73,2018-19
Animo Pat Brown,Los Angeles Unified,Los Angeles,131.0,103.0,44.0,42.72,23.0,22.33,19.0,78.62595419847328,18.45,2018-19
International Studies Learning Center at Legacy High School Complex,Los Angeles Unified,Los Angeles,84.0,61.0,40.0,65.57,23.0,37.7,21.0,72.61904761904762,34.43,2018-19
John Adams Academy,Loomis Union Elementary,Placer,46.0,18.0,16.0,88.89,9.0,50.0,9.0,39.130434782608695,50.0,2018-19
Citrus Hill High,Val Verde Unified,Riverside,481.0,447.0,181.0,40.49,107.0,23.94,93.0,92.93139293139293,20.81,2018-19
Denair High,Denair Unified,Stanislaus,60.0,29.0,13.0,44.83,10.0,34.48,10.0,48.333333333333336,34.48,2018-19
Herbert Hoover High,Fresno Unified,Fresno,360.0,89.0,36.0,40.45,15.0,16.85,14.0,24.72222222222222,15.73,2018-19
Glendora High,Glendora Unified,Los Angeles,591.0,248.0,214.0,86.29,203.0,81.85,186.0,41.96277495769882,75.0,2018-19
Seaside High,Monterey Peninsula Unified,Monterey,276.0,177.0,76.0,42.94,49.0,27.68,42.0,64.13043478260869,23.73,2018-19
Pacific Career and Technology High,Twin Rivers Unified,Sacramento,96.0,63.0,2.0,3.17,1.0,1.59,1.0,65.625,1.59,2018-19
Oak Hills High,Hesperia Unified,San Bernardino,570.0,201.0,135.0,67.16,91.0,45.27,84.0,35.26315789473684,41.79,2018-19
Novato High,Novato Unified,Marin,326.0,144.0,125.0,86.81,74.0,51.39,74.0,44.171779141104295,51.39,2018-19
Marshall (Thurgood) High,San Francisco Unified,San Francisco,104.0,51.0,11.0,21.57,12.0,23.53,8.0,49.03846153846153,15.69,2018-19
Westlake High,Conejo Valley Unified,Ventura,547.0,209.0,197.0,94.26,168.0,80.38,167.0,38.20840950639854,79.9,2018-19
Lincoln High,San Diego Unified,San Diego,364.0,157.0,66.0,42.04,25.0,15.92,22.0,43.13186813186813,14.01,2018-19
San Juan High,San Juan Unified,Sacramento,170.0,40.0,20.0,50.0,9.0,22.5,7.0,23.52941176470588,17.5,2018-19
Sierra High,Manteca Unified,San Joaquin,333.0,109.0,97.0,88.99,57.0,52.29,55.0,32.732732732732735,50.46,2018-19
Mt. Shasta High,Siskiyou Union High,Siskiyou,76.0,23.0,19.0,82.61,13.0,56.52,13.0,30.263157894736842,56.52,2018-19
Santa Teresa High,East Side Union High,Santa Clara,529.0,194.0,162.0,83.51,122.0,62.89,120.0,36.672967863894144,61.86,2018-19
Jesse M. Bethel High,Vallejo City Unified,Solano,380.0,131.0,79.0,60.31,36.0,27.48,35.0,34.473684210526315,26.72,2018-19
MIT Academy,Vallejo City Unified,Solano,121.0,74.0,48.0,64.86,19.0,25.68,18.0,61.15702479338842,24.32,2018-19
Simi Valley High,Simi Valley Unified,Ventura,537.0,118.0,97.0,82.2,76.0,64.41,69.0,21.973929236499067,58.47,2018-19
Summit Public School: Shasta,Jefferson Union High,San Mateo,101.0,64.0,51.0,79.69,41.0,64.06,40.0,63.366336633663366,62.5,2018-19
Santa Paula High,Santa Paula Unified,Ventura,372.0,95.0,68.0,71.58,45.0,47.37,41.0,25.537634408602152,43.16,2018-19
Esparto High,Esparto Unified,Yolo,44.0,16.0,6.0,37.5,6.0,37.5,4.0,36.36363636363637,25.0,2018-19
Carpinteria Senior High,Carpinteria Unified,Santa Barbara,148.0,49.0,39.0,79.59,34.0,69.39,31.0,33.108108108108105,63.27,2018-19
West Valley High,Anderson Union High,Shasta,214.0,52.0,40.0,76.92,20.0,38.46,18.0,24.299065420560748,34.62,2018-19
Freedom High,Liberty Union High,Contra Costa,649.0,184.0,126.0,68.48,69.0,37.5,66.0,28.35130970724191,35.87,2018-19
Academia Avance Charter,SBE - Academia Avance Charter,Los Angeles,65.0,42.0,15.0,35.71,6.0,14.29,5.0,64.61538461538461,11.9,2018-19
Amador High,Amador County Unified,Amador,154.0,26.0,23.0,88.46,18.0,69.23,18.0,16.883116883116884,69.23,2018-19
Argonaut High,Amador County Unified,Amador,96.0,27.0,21.0,77.78,17.0,62.96,15.0,28.125,55.56,2018-19
Nuview Bridge Early College High,Nuview Union,Riverside,157.0,124.0,92.0,74.19,61.0,49.19,56.0,78.98089171974523,45.16,2018-19
Rancho Mirage High,Palm Springs Unified,Riverside,362.0,86.0,60.0,69.77,33.0,38.37,32.0,23.756906077348066,37.21,2018-19
Serrano High,Snowline Joint Unified,San Bernardino,444.0,136.0,111.0,81.62,67.0,49.26,65.0,30.630630630630627,47.79,2018-19
Pleasant Valley High,Chico Unified,Butte,462.0,135.0,116.0,85.93,100.0,74.07,95.0,29.22077922077922,70.37,2018-19
University High,Fresno Unified,Fresno,120.0,76.0,76.0,100.0,67.0,88.16,67.0,63.33333333333333,88.16,2018-19
Golden Valley High,Kern High,Kern,580.0,173.0,84.0,48.55,49.0,28.32,43.0,29.82758620689655,24.86,2018-19
Mira Monte High,Kern High,Kern,563.0,174.0,75.0,43.1,32.0,18.39,29.0,30.905861456483123,16.67,2018-19
Ridgeview High,Kern High,Kern,666.0,245.0,148.0,60.41,92.0,37.55,81.0,36.786786786786784,33.06,2018-19
Highland High,Kern High,Kern,477.0,162.0,99.0,61.11,51.0,31.48,47.0,33.9622641509434,29.01,2018-19
Valor Academy High,Los Angeles Unified,Los Angeles,122.0,45.0,15.0,33.33,9.0,20.0,7.0,36.885245901639344,15.56,2018-19
Adelanto High,Victor Valley Union High,San Bernardino,430.0,102.0,55.0,53.92,15.0,14.71,14.0,23.72093023255814,13.73,2018-19
Cobalt Institute of Math and Science Academy,Victor Valley Union High,San Bernardino,103.0,60.0,35.0,58.33,15.0,25.0,14.0,58.252427184466015,23.33,2018-19
Yucaipa High,Yucaipa-Calimesa Joint Unified,San Bernardino,628.0,227.0,180.0,79.3,135.0,59.47,129.0,36.146496815286625,56.83,2018-19
Warren (Earl) High,Downey Unified,Los Angeles,845.0,335.0,258.0,77.01,157.0,46.87,147.0,39.64497041420118,43.88,2018-19
California School of the Arts - San Gabriel Valley,Duarte Unified,Los Angeles,90.0,40.0,36.0,90.0,28.0,70.0,28.0,44.44444444444444,70.0,2018-19
Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,Los Angeles Unified,Los Angeles,96.0,67.0,22.0,32.84,14.0,20.9,11.0,69.79166666666666,16.42,2018-19
Alliance Renee and Meyer Luskin Academy High,Los Angeles Unified,Los Angeles,131.0,127.0,44.0,34.65,20.0,15.75,15.0,96.94656488549617,11.81,2018-19
PUC Early College Academy for Leaders and Scholars (ECALS),Los Angeles Unified,Los Angeles,81.0,37.0,17.0,45.95,11.0,29.73,11.0,45.67901234567901,29.73,2018-19
Corona del Mar High,Newport-Mesa Unified,Orange,458.0,104.0,98.0,94.23,85.0,81.73,83.0,22.707423580786028,79.81,2018-19
Costa Mesa High,Newport-Mesa Unified,Orange,286.0,74.0,52.0,70.27,35.0,47.3,32.0,25.874125874125873,43.24,2018-19
Visions In Education,San Juan Unified,Sacramento,1107.0,58.0,48.0,82.76,22.0,37.93,20.0,5.239385727190606,34.48,2018-19
Las Plumas High,Oroville Union High,Butte,218.0,28.0,21.0,75.0,13.0,46.43,13.0,12.844036697247708,46.43,2018-19
Polytechnic High,Riverside Unified,Riverside,600.0,228.0,148.0,64.91,100.0,43.86,88.0,38.0,38.6,2018-19
North Valley Military Institute College Preparatory Academy,Los Angeles County Office of Education,Los Angeles,54.0,42.0,18.0,42.86,6.0,14.29,6.0,77.77777777777779,14.29,2018-19
Mt. Carmel High,Poway Unified,San Diego,476.0,165.0,148.0,89.7,121.0,73.33,119.0,34.66386554621849,72.12,2018-19
Westview High,Poway Unified,San Diego,596.0,258.0,244.0,94.57,223.0,86.43,220.0,43.288590604026844,85.27,2018-19
Ronald E. McNair High,Lodi Unified,San Joaquin,438.0,161.0,96.0,59.63,65.0,40.37,55.0,36.757990867579906,34.16,2018-19
Sierra Pacific High,Hanford Joint Union High,Kings,175.0,48.0,39.0,81.25,23.0,47.92,22.0,27.42857142857143,45.83,2018-19
Environmental Charter High,Lawndale Elementary,Los Angeles,126.0,95.0,50.0,52.63,29.0,30.53,22.0,75.39682539682539,23.16,2018-19
Eagle Rock High,Los Angeles Unified,Los Angeles,420.0,251.0,198.0,78.88,135.0,53.78,134.0,59.76190476190476,53.39,2018-19
Big Bear High,Bear Valley Unified,San Bernardino,167.0,36.0,31.0,86.11,20.0,55.56,20.0,21.55688622754491,55.56,2018-19
Paso Robles High,Paso Robles Joint Unified,San Luis Obispo,455.0,132.0,105.0,79.55,71.0,53.79,67.0,29.010989010989015,50.76,2018-19
Mountain View High,Mountain View-Los Altos Union High,Santa Clara,487.0,161.0,146.0,90.68,142.0,88.2,137.0,33.059548254620125,85.09,2018-19
Middle College High,West Contra Costa Unified,Contra Costa,72.0,73.0,60.0,82.19,42.0,57.53,41.0,101.38888888888889,56.16,2018-19
El Cerrito High,West Contra Costa Unified,Contra Costa,331.0,254.0,155.0,61.02,100.0,39.37,96.0,76.73716012084593,37.8,2018-19
Littlerock High,Antelope Valley Union High,Los Angeles,336.0,63.0,33.0,52.38,17.0,26.98,16.0,18.75,25.4,2018-19
Academy (The)- SF @McAteer,San Francisco Unified,San Francisco,84.0,50.0,22.0,44.0,11.0,22.0,10.0,59.523809523809526,20.0,2018-19
Wallenberg (Raoul) Traditional High,San Francisco Unified,San Francisco,168.0,105.0,82.0,78.1,58.0,55.24,55.0,62.5,52.38,2018-19
Burlingame High,San Mateo Union High,San Mateo,401.0,170.0,160.0,94.12,140.0,82.35,135.0,42.394014962593516,79.41,2018-19
Northview High,Covina-Valley Unified,Los Angeles,325.0,313.0,137.0,43.77,82.0,26.2,74.0,96.3076923076923,23.64,2018-19
Tokay High,Lodi Unified,San Joaquin,490.0,111.0,83.0,74.77,68.0,61.26,62.0,22.653061224489797,55.86,2018-19
Alliance Patti And Peter Neuwirth Leadership Academy,Los Angeles Unified,Los Angeles,131.0,121.0,39.0,32.23,31.0,25.62,26.0,92.36641221374046,21.49,2018-19
Animo Ralph Bunche Charter High,Los Angeles Unified,Los Angeles,147.0,80.0,29.0,36.25,10.0,12.5,9.0,54.421768707483,11.25,2018-19
Cabrillo High,Lompoc Unified,Santa Barbara,280.0,43.0,39.0,90.7,29.0,67.44,29.0,15.357142857142858,67.44,2018-19
Connecting Waters Charter,Waterford Unified,Stanislaus,177.0,21.0,18.0,85.71,10.0,47.62,10.0,11.864406779661017,47.62,2018-19
Pacific Law Academy,Stockton Unified,San Joaquin,52.0,39.0,31.0,79.49,20.0,51.28,17.0,75.0,43.59,2018-19
Franklin High,Stockton Unified,San Joaquin,449.0,153.0,81.0,52.94,60.0,39.22,50.0,34.075723830734965,32.68,2018-19
Independence High,East Side Union High,Santa Clara,683.0,244.0,193.0,79.1,139.0,56.97,132.0,35.72474377745242,54.1,2018-19
Golden West High,Visalia Unified,Tulare,383.0,92.0,67.0,72.83,33.0,35.87,30.0,24.02088772845953,32.61,2018-19
San Lorenzo High,San Lorenzo Unified,Alameda,346.0,91.0,56.0,61.54,36.0,39.56,29.0,26.300578034682083,31.87,2018-19
Gustine High,Gustine Unified,Merced,140.0,18.0,9.0,50.0,3.0,16.67,3.0,12.857142857142856,16.67,2018-19
Jurupa Valley High,Jurupa Unified,Riverside,383.0,68.0,37.0,54.41,25.0,36.76,23.0,17.75456919060052,33.82,2018-19
Angelo Rodriguez High,Fairfield-Suisun Unified,Solano,423.0,173.0,137.0,79.19,94.0,54.34,87.0,40.8983451536643,50.29,2018-19
Tulare Western High,Tulare Joint Union High,Tulare,417.0,133.0,86.0,64.66,45.0,33.83,43.0,31.894484412470025,32.33,2018-19
Casa Grande High,Petaluma Joint Union High,Sonoma,425.0,147.0,123.0,83.67,92.0,62.59,91.0,34.588235294117645,61.9,2018-19
Fillmore Senior High,Fillmore Unified,Ventura,250.0,116.0,84.0,72.41,61.0,52.59,57.0,46.400000000000006,49.14,2018-19
Selma High,Selma Unified,Fresno,425.0,142.0,84.0,59.15,55.0,38.73,49.0,33.411764705882355,34.51,2018-19
Lemoore High,Lemoore Union High,Kings,410.0,92.0,66.0,71.74,33.0,35.87,29.0,22.439024390243905,31.52,2018-19
Los Angeles Leadership Academy,Los Angeles Unified,Los Angeles,44.0,46.0,17.0,36.96,5.0,10.87,5.0,104.54545454545455,10.87,2018-19
Temecula Preparatory,Temecula Valley Unified,Riverside,78.0,59.0,54.0,91.53,32.0,54.24,31.0,75.64102564102564,52.54,2018-19
Bloomington High,Colton Joint Unified,San Bernardino,481.0,145.0,87.0,60.0,48.0,33.1,45.0,30.14553014553015,31.03,2018-19
