school_name,district_name,county_name,grade_12_enrollment,total_num_test_takers,avg_reading,avg_english,avg_math,avg_science,num_test_takers_21,perc_participation,pct_test_takers_21,year
Paso Robles High,Paso Robles Joint Unified,San Luis Obispo,455.0,89.0,23.0,22.0,22.0,22.0,53.0,19.560439560439562,59.55,2018-19
Patriot High,Jurupa Unified,Riverside,539.0,37.0,22.0,20.0,21.0,20.0,15.0,6.8645640074211505,40.54,2018-19
Patterson High,Patterson Joint Unified,Stanislaus,361.0,15.0,24.0,22.0,21.0,21.0,7.0,4.1551246537396125,46.67,2018-19
Performing Arts Community at Diego Rivera Learning Complex,Los Angeles Unified,Los Angeles,125.0,20.0,16.0,14.0,16.0,15.0,2.0,16.0,10.0,2018-19
Perris High,Perris Union High,Riverside,512.0,152.0,17.0,16.0,17.0,17.0,22.0,29.6875,14.47,2018-19
Petaluma High,Petaluma Joint Union High,Sonoma,319.0,78.0,25.0,24.0,23.0,24.0,60.0,24.45141065830721,76.92,2018-19
Phineas Banning Senior High,Los Angeles Unified,Los Angeles,545.0,89.0,19.0,17.0,18.0,18.0,19.0,16.3302752293578,21.35,2018-19
Piedmont High,Piedmont City Unified,Alameda,205.0,111.0,30.0,32.0,29.0,29.0,108.0,54.146341463414636,97.3,2018-19
Piedmont Hills High,East Side Union High,Santa Clara,480.0,48.0,26.0,26.0,27.0,26.0,41.0,10.0,85.42,2018-19
Pierce High,Pierce Joint Unified,Colusa,103.0,16.0,19.0,17.0,19.0,19.0,5.0,15.53398058252427,31.25,2018-19
Piner High,Santa Rosa High,Sonoma,338.0,47.0,22.0,20.0,20.0,21.0,21.0,13.905325443786982,44.68,2018-19
Pinole Valley High,West Contra Costa Unified,Contra Costa,266.0,33.0,21.0,21.0,21.0,21.0,17.0,12.406015037593985,51.52,2018-19
Pioneer High,Whittier Union High,Los Angeles,315.0,88.0,18.0,17.0,20.0,18.0,26.0,27.936507936507937,29.55,2018-19
Pioneer High,San Jose Unified,Santa Clara,381.0,92.0,27.0,26.0,25.0,25.0,74.0,24.146981627296586,80.43,2018-19
Pioneer High,Woodland Joint Unified,Yolo,350.0,80.0,20.0,19.0,20.0,21.0,31.0,22.857142857142858,38.75,2018-19
Pioneer Valley High,Santa Maria Joint Union High,Santa Barbara,587.0,92.0,20.0,19.0,21.0,19.0,39.0,15.67291311754685,42.39,2018-19
Pittsburg Senior High,Pittsburg Unified,Contra Costa,716.0,155.0,19.0,19.0,19.0,19.0,45.0,21.648044692737432,29.03,2018-19
Placer High,Placer Union High,Placer,343.0,64.0,24.0,22.0,23.0,23.0,39.0,18.658892128279884,60.94,2018-19
Pleasant Grove High,Elk Grove Unified,Sacramento,556.0,162.0,26.0,25.0,27.0,25.0,137.0,29.136690647482016,84.57,2018-19
Pleasant Valley High,Chico Unified,Butte,462.0,84.0,23.0,23.0,24.0,23.0,60.0,18.181818181818183,71.43,2018-19
Point Loma High,San Diego Unified,San Diego,456.0,157.0,26.0,25.0,24.0,25.0,114.0,34.42982456140351,72.61,2018-19
Polytechnic High,Riverside Unified,Riverside,600.0,42.0,23.0,21.0,22.0,21.0,23.0,7.000000000000001,54.76,2018-19
Polytechnic High,Long Beach Unified,Los Angeles,1007.0,137.0,25.0,24.0,24.0,24.0,95.0,13.604766633565044,69.34,2018-19
Pomona High,Pomona Unified,Los Angeles,270.0,58.0,18.0,18.0,18.0,18.0,12.0,21.48148148148148,20.69,2018-19
Ponderosa High,El Dorado Union High,El Dorado,420.0,105.0,25.0,24.0,25.0,25.0,83.0,25.0,79.05,2018-19
Port of Los Angeles High,Los Angeles Unified,Los Angeles,202.0,38.0,22.0,21.0,22.0,21.0,25.0,18.81188118811881,65.79,2018-19
Porterville High,Porterville Unified,Tulare,435.0,88.0,19.0,18.0,19.0,19.0,30.0,20.229885057471265,34.09,2018-19
Poway High,Poway Unified,San Diego,533.0,195.0,24.0,23.0,24.0,23.0,136.0,36.58536585365854,69.74,2018-19
Preuss School UCSD,San Diego Unified,San Diego,103.0,100.0,21.0,20.0,20.0,20.0,48.0,97.0873786407767,48.0,2018-19
Prospect High,Campbell Union High,Santa Clara,386.0,65.0,26.0,26.0,25.0,26.0,51.0,16.83937823834197,78.46,2018-19
PUC CALS Middle School and Early College High,Los Angeles Unified,Los Angeles,58.0,52.0,16.0,16.0,17.0,17.0,8.0,89.65517241379311,15.38,2018-19
PUC Community Charter Middle and PUC Community Charter Early College High,Los Angeles Unified,Los Angeles,89.0,83.0,17.0,16.0,18.0,18.0,20.0,93.25842696629213,24.1,2018-19
PUC Early College Academy for Leaders and Scholars (ECALS),Los Angeles Unified,Los Angeles,81.0,68.0,15.0,15.0,17.0,17.0,10.0,83.9506172839506,14.71,2018-19
PUC Lakeview Charter High,Los Angeles Unified,Los Angeles,100.0,93.0,18.0,17.0,18.0,17.0,22.0,93.0,23.66,2018-19
PUC Nueva Esperanza Charter Academy,Los Angeles Unified,Los Angeles,0.0,22.0,16.0,15.0,17.0,16.0,1.0,inf,4.55,2018-19
PUC Triumph Charter Academy and PUC Triumph Charter High,Los Angeles Unified,Los Angeles,116.0,89.0,16.0,15.0,17.0,17.0,10.0,76.72413793103449,11.24,2018-19
Quartz Hill High,Antelope Valley Union High,Los Angeles,750.0,68.0,26.0,25.0,23.0,24.0,54.0,9.066666666666666,79.41,2018-19
Ramon C. Cortines School of Visual and Performing Arts,Los Angeles Unified,Los Angeles,342.0,48.0,21.0,21.0,19.0,20.0,23.0,14.035087719298245,47.92,2018-19
Ramona High,Ramona City Unified,San Diego,352.0,80.0,23.0,22.0,23.0,23.0,54.0,22.727272727272727,67.5,2018-19
Ramona High,Riverside Unified,Riverside,543.0,127.0,20.0,18.0,19.0,19.0,41.0,23.388581952117864,32.28,2018-19
Rancho Bernardo High,Poway Unified,San Diego,597.0,189.0,25.0,25.0,26.0,25.0,151.0,31.65829145728643,79.89,2018-19
Rancho Buena Vista High,Vista Unified,San Diego,484.0,63.0,23.0,22.0,23.0,22.0,40.0,13.016528925619836,63.49,2018-19
Rancho Campana High,Oxnard Union High,Ventura,166.0,30.0,25.0,25.0,23.0,24.0,25.0,18.072289156626507,83.33,2018-19
Rancho Cotate High,Cotati-Rohnert Park Unified,Sonoma,343.0,38.0,20.0,18.0,20.0,20.0,14.0,11.078717201166182,36.84,2018-19
Rancho Cucamonga High,Chaffey Joint Union High,San Bernardino,798.0,77.0,23.0,22.0,22.0,22.0,41.0,9.649122807017543,53.25,2018-19
Rancho Dominguez Preparatory,Los Angeles Unified,Los Angeles,129.0,43.0,16.0,15.0,17.0,17.0,1.0,33.33333333333333,2.33,2018-19
Rancho Mirage High,Palm Springs Unified,Riverside,362.0,36.0,22.0,20.0,19.0,20.0,15.0,9.94475138121547,41.67,2018-19
Rancho Verde High,Val Verde Unified,Riverside,505.0,37.0,20.0,19.0,19.0,19.0,13.0,7.326732673267326,35.14,2018-19
Red Bluff High,Red Bluff Joint Union High,Tehama,320.0,151.0,20.0,19.0,20.0,20.0,63.0,47.1875,41.72,2018-19
Redlands East Valley High,Redlands Unified,San Bernardino,545.0,92.0,23.0,22.0,23.0,22.0,56.0,16.88073394495413,60.87,2018-19
Redlands Senior High,Redlands Unified,San Bernardino,569.0,46.0,28.0,27.0,28.0,27.0,42.0,8.084358523725834,91.3,2018-19
Redondo Union High,Redondo Beach Unified,Los Angeles,709.0,267.0,24.0,24.0,23.0,24.0,191.0,37.65867418899859,71.54,2018-19
Redwood High,Tamalpais Union High,Marin,447.0,176.0,28.0,28.0,27.0,27.0,159.0,39.37360178970917,90.34,2018-19
Redwood High,Visalia Unified,Tulare,494.0,74.0,23.0,23.0,22.0,23.0,50.0,14.979757085020243,67.57,2018-19
Reedley High,Kings Canyon Joint Unified,Fresno,348.0,105.0,20.0,18.0,18.0,19.0,27.0,30.17241379310345,25.71,2018-19
Reedley Middle College High,Kings Canyon Joint Unified,Fresno,34.0,31.0,17.0,16.0,18.0,17.0,5.0,91.17647058823529,16.13,2018-19
Renaissance Arts Academy,Los Angeles Unified,Los Angeles,44.0,40.0,23.0,24.0,20.0,21.0,21.0,90.9090909090909,52.5,2018-19
Reseda Charter High,Los Angeles Unified,Los Angeles,349.0,18.0,20.0,20.0,20.0,21.0,7.0,5.157593123209169,38.89,2018-19
Rialto High,Rialto Unified,San Bernardino,611.0,93.0,19.0,18.0,20.0,20.0,34.0,15.220949263502456,36.56,2018-19
Richmond High,West Contra Costa Unified,Contra Costa,386.0,70.0,18.0,16.0,17.0,17.0,10.0,18.134715025906736,14.29,2018-19
Ridgeview High,Kern High,Kern,666.0,54.0,19.0,17.0,18.0,19.0,16.0,8.108108108108109,29.63,2018-19
Rim of the World Senior High,Rim of the World Unified,San Bernardino,209.0,26.0,25.0,24.0,22.0,24.0,19.0,12.440191387559809,73.08,2018-19
Rio Americano High,San Juan Unified,Sacramento,385.0,84.0,25.0,26.0,25.0,24.0,66.0,21.818181818181817,78.57,2018-19
Rio Linda High,Twin Rivers Unified,Sacramento,318.0,28.0,20.0,19.0,20.0,20.0,12.0,8.80503144654088,42.86,2018-19
Rio Mesa High,Oxnard Union High,Ventura,549.0,37.0,22.0,22.0,22.0,22.0,21.0,6.739526411657559,56.76,2018-19
Rio Vista High,River Delta Joint Unified,Sacramento,106.0,22.0,19.0,19.0,18.0,19.0,7.0,20.754716981132077,31.82,2018-19
Ripon High,Ripon Unified,San Joaquin,190.0,37.0,25.0,23.0,23.0,23.0,31.0,19.473684210526315,83.78,2018-19
River City High,Washington Unified,Yolo,476.0,54.0,21.0,19.0,20.0,20.0,23.0,11.344537815126051,42.59,2018-19
River Valley Charter,Lakeside Union Elementary,San Diego,50.0,15.0,28.0,26.0,26.0,27.0,15.0,30.0,100.0,2018-19
River Valley High,Yuba City Unified,Sutter,435.0,59.0,23.0,22.0,22.0,23.0,35.0,13.563218390804598,59.32,2018-19
Riverdale High,Riverdale Joint Unified,Fresno,124.0,50.0,16.0,15.0,18.0,18.0,7.0,40.32258064516129,14.0,2018-19
Riverside Preparatory,Oro Grande,San Bernardino,117.0,17.0,18.0,18.0,17.0,19.0,5.0,14.529914529914532,29.41,2018-19
Riverside STEM Academy,Riverside Unified,Riverside,53.0,22.0,29.0,28.0,25.0,25.0,20.0,41.509433962264154,90.91,2018-19
Robert F. Kennedy High,Delano Joint Union High,Kern,304.0,54.0,20.0,18.0,20.0,20.0,21.0,17.763157894736842,38.89,2018-19
Rocklin High,Rocklin Unified,Placer,499.0,164.0,25.0,25.0,25.0,24.0,124.0,32.86573146292585,75.61,2018-19
Ronald E. McNair High,Lodi Unified,San Joaquin,438.0,62.0,19.0,18.0,20.0,19.0,26.0,14.15525114155251,41.94,2018-19
Roosevelt High,Fresno Unified,Fresno,447.0,18.0,16.0,14.0,16.0,17.0,1.0,4.026845637583892,5.56,2018-19
Roseland Charter,Roseland,Sonoma,147.0,89.0,17.0,16.0,18.0,18.0,20.0,60.544217687074834,22.47,2018-19
Rosemead High,El Monte Union High,Los Angeles,511.0,51.0,26.0,25.0,25.0,24.0,40.0,9.980430528375733,78.43,2018-19
Rosemont High,Sacramento City Unified,Sacramento,300.0,32.0,21.0,19.0,20.0,20.0,15.0,10.666666666666668,46.88,2018-19
Roseville High,Roseville Joint Union High,Placer,416.0,110.0,23.0,22.0,22.0,22.0,64.0,26.442307692307693,58.18,2018-19
Royal High,Simi Valley Unified,Ventura,456.0,55.0,25.0,25.0,24.0,25.0,44.0,12.06140350877193,80.0,2018-19
Ruben S. Ayala High,Chino Valley Unified,San Bernardino,695.0,133.0,25.0,26.0,25.0,25.0,108.0,19.136690647482013,81.2,2018-19
Rubidoux High,Jurupa Unified,Riverside,350.0,74.0,17.0,17.0,17.0,18.0,14.0,21.142857142857142,18.92,2018-19
S.F. International High,San Francisco Unified,San Francisco,100.0,43.0,13.0,12.0,16.0,15.0,1.0,43.0,2.33,2018-19
Sacramento Charter High,Sacramento City Unified,Sacramento,151.0,144.0,17.0,16.0,17.0,17.0,25.0,95.36423841059603,17.36,2018-19
Saddleback High,Santa Ana Unified,Orange,383.0,109.0,18.0,16.0,19.0,18.0,26.0,28.459530026109658,23.85,2018-19
Sage Creek High,Carlsbad Unified,San Diego,307.0,103.0,27.0,28.0,27.0,26.0,92.0,33.55048859934853,89.32,2018-19
Saint Helena High,Saint Helena Unified,Napa,121.0,28.0,25.0,26.0,22.0,23.0,24.0,23.140495867768596,85.71,2018-19
Salinas High,Salinas Union High,Monterey,646.0,137.0,22.0,21.0,21.0,21.0,70.0,21.207430340557277,51.09,2018-19
Samueli Academy,Orange County Department of Education,Orange,119.0,26.0,21.0,21.0,20.0,20.0,12.0,21.84873949579832,46.15,2018-19
San Benito High,San Benito High,San Benito,744.0,118.0,21.0,20.0,21.0,21.0,52.0,15.86021505376344,44.07,2018-19
San Bernardino High,San Bernardino City Unified,San Bernardino,321.0,71.0,20.0,18.0,19.0,19.0,22.0,22.118380062305295,30.99,2018-19
San Clemente High,Capistrano Unified,Orange,808.0,310.0,26.0,26.0,25.0,25.0,264.0,38.366336633663366,85.16,2018-19
San Diego International Studies,San Diego Unified,San Diego,286.0,99.0,25.0,24.0,23.0,24.0,70.0,34.61538461538461,70.71,2018-19
San Diego Science and Technology,San Diego Unified,San Diego,157.0,19.0,21.0,20.0,19.0,20.0,6.0,12.101910828025478,31.58,2018-19
San Dieguito HS Academy,San Dieguito Union High,San Diego,478.0,217.0,27.0,27.0,26.0,25.0,181.0,45.39748953974895,83.41,2018-19
San Dimas High,Bonita Unified,Los Angeles,324.0,42.0,24.0,23.0,24.0,23.0,27.0,12.962962962962962,64.29,2018-19
San Fernando Senior High,Los Angeles Unified,Los Angeles,458.0,75.0,18.0,17.0,18.0,18.0,16.0,16.375545851528383,21.33,2018-19
San Gabriel High,Alhambra Unified,Los Angeles,527.0,54.0,21.0,20.0,21.0,21.0,24.0,10.246679316888045,44.44,2018-19
San Gorgonio High,San Bernardino City Unified,San Bernardino,450.0,24.0,19.0,19.0,19.0,20.0,8.0,5.333333333333334,33.33,2018-19
San Jacinto High,San Jacinto Unified,Riverside,574.0,30.0,19.0,19.0,18.0,18.0,7.0,5.2264808362369335,23.33,2018-19
San Juan High,San Juan Unified,Sacramento,170.0,32.0,19.0,17.0,18.0,18.0,10.0,18.823529411764707,31.25,2018-19
San Juan Hills High,Capistrano Unified,Orange,580.0,199.0,26.0,26.0,25.0,25.0,158.0,34.310344827586206,79.4,2018-19
San Leandro High,San Leandro Unified,Alameda,662.0,78.0,22.0,21.0,21.0,22.0,44.0,11.782477341389729,56.41,2018-19
San Lorenzo High,San Lorenzo Unified,Alameda,346.0,48.0,20.0,19.0,20.0,19.0,15.0,13.872832369942195,31.25,2018-19
San Lorenzo Valley High,San Lorenzo Valley Unified,Santa Cruz,139.0,20.0,26.0,26.0,23.0,25.0,15.0,14.388489208633093,75.0,2018-19
San Luis Obispo High,San Luis Coastal Unified,San Luis Obispo,370.0,139.0,26.0,25.0,25.0,24.0,113.0,37.567567567567565,81.29,2018-19
San Marcos High,San Marcos Unified,San Diego,748.0,244.0,25.0,24.0,23.0,24.0,172.0,32.62032085561498,70.49,2018-19
San Marcos Senior High,Santa Barbara Unified,Santa Barbara,535.0,106.0,25.0,25.0,24.0,25.0,81.0,19.813084112149532,76.42,2018-19
San Marin High,Novato Unified,Marin,266.0,107.0,26.0,25.0,25.0,24.0,81.0,40.225563909774436,75.7,2018-19
San Marino High,San Marino Unified,Los Angeles,269.0,95.0,28.0,29.0,29.0,27.0,86.0,35.31598513011153,90.53,2018-19
San Mateo High,San Mateo Union High,San Mateo,414.0,73.0,28.0,28.0,27.0,27.0,62.0,17.632850241545896,84.93,2018-19
San Pasqual High,Escondido Union High,San Diego,518.0,98.0,22.0,20.0,21.0,21.0,48.0,18.91891891891892,48.98,2018-19
San Pedro Senior High,Los Angeles Unified,Los Angeles,480.0,49.0,21.0,20.0,20.0,20.0,23.0,10.208333333333334,46.94,2018-19
San Rafael High,San Rafael City High,Marin,296.0,84.0,24.0,23.0,23.0,22.0,52.0,28.37837837837838,61.9,2018-19
San Ramon Valley High,San Ramon Valley Unified,Contra Costa,502.0,282.0,27.0,27.0,26.0,26.0,244.0,56.17529880478087,86.52,2018-19
San Ysidro High,Sweetwater Union High,San Diego,702.0,139.0,18.0,17.0,19.0,18.0,39.0,19.8005698005698,28.06,2018-19
Sanger High,Sanger Unified,Fresno,734.0,61.0,21.0,19.0,20.0,20.0,26.0,8.310626702997276,42.62,2018-19
Santa Ana High,Santa Ana Unified,Orange,648.0,85.0,17.0,16.0,18.0,18.0,19.0,13.117283950617283,22.35,2018-19
Santa Barbara Senior High,Santa Barbara Unified,Santa Barbara,519.0,126.0,25.0,24.0,23.0,23.0,87.0,24.277456647398843,69.05,2018-19
Santa Clara High,Santa Clara Unified,Santa Clara,430.0,53.0,26.0,26.0,26.0,25.0,41.0,12.325581395348838,77.36,2018-19
Santa Cruz High,Santa Cruz City High,Santa Cruz,268.0,50.0,26.0,25.0,26.0,25.0,44.0,18.65671641791045,88.0,2018-19
Santa Fe High,Whittier Union High,Los Angeles,521.0,114.0,21.0,20.0,20.0,20.0,52.0,21.8809980806142,45.61,2018-19
Santa Maria High,Santa Maria Joint Union High,Santa Barbara,588.0,93.0,18.0,17.0,19.0,19.0,25.0,15.816326530612246,26.88,2018-19
Santa Monica High,Santa Monica-Malibu Unified,Los Angeles,715.0,244.0,27.0,26.0,25.0,25.0,193.0,34.12587412587413,79.1,2018-19
Santa Paula High,Santa Paula Unified,Ventura,372.0,126.0,20.0,18.0,19.0,20.0,44.0,33.87096774193548,34.92,2018-19
Santa Rosa Academy,Menifee Union Elementary,Riverside,113.0,18.0,24.0,24.0,23.0,23.0,13.0,15.929203539823009,72.22,2018-19
Santa Rosa High,Santa Rosa High,Sonoma,458.0,87.0,27.0,25.0,25.0,24.0,71.0,18.995633187772924,81.61,2018-19
Santa Susana High,Simi Valley Unified,Ventura,252.0,26.0,28.0,27.0,25.0,26.0,26.0,10.317460317460316,100.0,2018-19
Santa Teresa High,East Side Union High,Santa Clara,529.0,67.0,26.0,26.0,25.0,25.0,54.0,12.665406427221171,80.6,2018-19
Santa Ynez Valley Union High,Santa Ynez Valley Union High,Santa Barbara,220.0,50.0,26.0,24.0,22.0,22.0,38.0,22.727272727272727,76.0,2018-19
Santana High,Grossmont Union High,San Diego,420.0,47.0,21.0,21.0,23.0,21.0,26.0,11.190476190476192,55.32,2018-19
Santee Education Complex,Los Angeles Unified,Los Angeles,384.0,24.0,18.0,16.0,17.0,17.0,3.0,6.25,12.5,2018-19
Santiago High,Garden Grove Unified,Orange,533.0,29.0,18.0,18.0,20.0,20.0,10.0,5.440900562851782,34.48,2018-19
Santiago High,Corona-Norco Unified,Riverside,813.0,179.0,23.0,22.0,22.0,22.0,111.0,22.01722017220172,62.01,2018-19
Saratoga High,Los Gatos-Saratoga Joint Union High,Santa Clara,321.0,121.0,31.0,32.0,31.0,30.0,117.0,37.69470404984423,96.69,2018-19
Saugus High,William S. Hart Union High,Los Angeles,546.0,121.0,25.0,23.0,24.0,23.0,91.0,22.16117216117216,75.21,2018-19
Savanna High,Anaheim Union High,Orange,482.0,42.0,20.0,20.0,19.0,19.0,16.0,8.71369294605809,38.1,2018-19
Schurr High,Montebello Unified,Los Angeles,619.0,40.0,20.0,21.0,21.0,21.0,20.0,6.462035541195476,50.0,2018-19
Science Technology Engineering Arts and Mathematics at Legacy High School Complex,Los Angeles Unified,Los Angeles,138.0,46.0,19.0,18.0,19.0,18.0,13.0,33.33333333333333,28.26,2018-19
Scotts Valley High,Scotts Valley Unified,Santa Cruz,192.0,60.0,27.0,26.0,25.0,25.0,52.0,31.25,86.67,2018-19
Scripps Ranch High,San Diego Unified,San Diego,542.0,203.0,28.0,28.0,27.0,27.0,183.0,37.45387453874539,90.15,2018-19
Seaside High,Monterey Peninsula Unified,Monterey,276.0,34.0,21.0,19.0,20.0,20.0,15.0,12.318840579710146,44.12,2018-19
Segerstrom High,Santa Ana Unified,Orange,457.0,480.0,17.0,16.0,18.0,17.0,106.0,105.03282275711159,22.08,2018-19
Sequoia High,Sequoia Union High,San Mateo,486.0,122.0,24.0,23.0,23.0,23.0,77.0,25.102880658436217,63.11,2018-19
Serra High,San Diego Unified,San Diego,369.0,35.0,23.0,23.0,23.0,23.0,21.0,9.48509485094851,60.0,2018-19
Serrano High,Snowline Joint Unified,San Bernardino,444.0,56.0,22.0,21.0,23.0,22.0,34.0,12.612612612612612,60.71,2018-19
Shadow Hills High,Desert Sands Unified,Riverside,528.0,34.0,18.0,17.0,17.0,18.0,7.0,6.4393939393939394,20.59,2018-19
Shafter High,Kern High,Kern,372.0,44.0,21.0,19.0,20.0,20.0,16.0,11.827956989247312,36.36,2018-19
Shasta High,Shasta Union High,Shasta,328.0,46.0,27.0,26.0,25.0,25.0,42.0,14.02439024390244,91.3,2018-19
Sheldon High,Elk Grove Unified,Sacramento,614.0,82.0,23.0,21.0,22.0,22.0,47.0,13.355048859934854,57.32,2018-19
Sherman Oaks Center for Enriched Studies,Los Angeles Unified,Los Angeles,232.0,47.0,25.0,25.0,23.0,24.0,31.0,20.25862068965517,65.96,2018-19
Sierra High,Manteca Unified,San Joaquin,333.0,35.0,24.0,23.0,22.0,22.0,26.0,10.51051051051051,74.29,2018-19
Sierra Vista High,Baldwin Park Unified,Los Angeles,429.0,108.0,19.0,18.0,19.0,19.0,34.0,25.174825174825177,31.48,2018-19
Silver Creek High,East Side Union High,Santa Clara,592.0,50.0,25.0,25.0,26.0,25.0,41.0,8.445945945945946,82.0,2018-19
Silverado High,Victor Valley Union High,San Bernardino,546.0,71.0,19.0,18.0,17.0,19.0,18.0,13.003663003663005,25.35,2018-19
Simi Valley High,Simi Valley Unified,Ventura,537.0,75.0,23.0,24.0,23.0,23.0,50.0,13.966480446927374,66.67,2018-19
Sir Francis Drake High,Tamalpais Union High,Marin,308.0,84.0,28.0,28.0,25.0,25.0,73.0,27.27272727272727,86.9,2018-19
Skyline High,Oakland Unified,Alameda,398.0,66.0,22.0,21.0,20.0,20.0,33.0,16.582914572864322,50.0,2018-19
SOAR High (Students On Academic Rise),Antelope Valley Union High,Los Angeles,86.0,34.0,23.0,22.0,22.0,21.0,21.0,39.53488372093023,61.76,2018-19
Soledad High,Soledad Unified,Monterey,374.0,69.0,18.0,16.0,17.0,18.0,14.0,18.449197860962567,20.29,2018-19
Sonoma Valley High,Sonoma Valley Unified,Sonoma,279.0,47.0,25.0,24.0,23.0,23.0,31.0,16.845878136200717,65.96,2018-19
Sonora High,Fullerton Joint Union High,Orange,410.0,68.0,24.0,23.0,23.0,23.0,51.0,16.585365853658537,75.0,2018-19
Soquel High,Santa Cruz City High,Santa Cruz,269.0,81.0,25.0,23.0,22.0,22.0,50.0,30.111524163568777,61.73,2018-19
South East High,Los Angeles Unified,Los Angeles,368.0,152.0,19.0,18.0,17.0,18.0,43.0,41.30434782608695,28.29,2018-19
South El Monte High,El Monte Union High,Los Angeles,278.0,57.0,19.0,19.0,19.0,20.0,21.0,20.503597122302157,36.84,2018-19
South Gate Senior High,Los Angeles Unified,Los Angeles,528.0,224.0,18.0,17.0,17.0,18.0,52.0,42.42424242424242,23.21,2018-19
South High,Kern High,Kern,508.0,31.0,18.0,18.0,20.0,19.0,9.0,6.102362204724409,29.03,2018-19
South High,Torrance Unified,Los Angeles,550.0,139.0,25.0,25.0,26.0,25.0,116.0,25.272727272727273,83.45,2018-19
South Hills High,Covina-Valley Unified,Los Angeles,401.0,17.0,23.0,23.0,22.0,23.0,10.0,4.239401496259352,58.82,2018-19
South Pasadena Senior High,South Pasadena Unified,Los Angeles,369.0,93.0,28.0,27.0,27.0,27.0,78.0,25.203252032520325,83.87,2018-19
South San Francisco High,South San Francisco Unified,San Mateo,292.0,20.0,22.0,23.0,25.0,23.0,14.0,6.8493150684931505,70.0,2018-19
South Tahoe High,Lake Tahoe Unified,El Dorado,239.0,54.0,23.0,22.0,22.0,22.0,32.0,22.594142259414227,59.26,2018-19
Southwest High,Central Union High,Imperial,513.0,116.0,18.0,17.0,19.0,19.0,32.0,22.612085769980506,27.59,2018-19
Southwest Senior High,Sweetwater Union High,San Diego,482.0,73.0,18.0,17.0,18.0,19.0,21.0,15.145228215767634,28.77,2018-19
Stagg Senior High,Stockton Unified,San Joaquin,368.0,18.0,19.0,18.0,19.0,19.0,5.0,4.891304347826087,27.78,2018-19
State of California,State of California,State of California,489650.0,82668.0,22.0,22.0,22.0,22.0,45466.0,16.883079750842438,55.0,2018-19
Steele Canyon High,Grossmont Union High,San Diego,511.0,125.0,24.0,23.0,23.0,24.0,94.0,24.46183953033268,75.2,2018-19
STEM Academy at Bernstein High,Los Angeles Unified,Los Angeles,124.0,44.0,19.0,19.0,18.0,19.0,15.0,35.483870967741936,34.09,2018-19
Stockdale High,Kern High,Kern,550.0,99.0,25.0,25.0,24.0,23.0,70.0,18.0,70.71,2018-19
Stockton Early College Academy,Stockton Unified,San Joaquin,99.0,72.0,23.0,21.0,21.0,20.0,38.0,72.72727272727273,52.78,2018-19
Sultana High,Hesperia Unified,San Bernardino,429.0,21.0,21.0,19.0,21.0,21.0,13.0,4.895104895104895,61.9,2018-19
Summit High,Fontana Unified,San Bernardino,556.0,512.0,17.0,15.0,17.0,17.0,79.0,92.08633093525181,15.43,2018-19
Summit Preparatory Charter High,Sequoia Union High,San Mateo,95.0,43.0,21.0,21.0,20.0,22.0,18.0,45.26315789473684,41.86,2018-19
Summit Public School: Rainier,East Side Union High,Santa Clara,105.0,38.0,20.0,20.0,20.0,20.0,15.0,36.19047619047619,39.47,2018-19
Summit Public School: Shasta,Jefferson Union High,San Mateo,101.0,49.0,23.0,22.0,21.0,22.0,34.0,48.51485148514851,69.39,2018-19
Summit Public School: Tahoma,Santa Clara County Office of Education,Santa Clara,96.0,31.0,22.0,22.0,21.0,22.0,15.0,32.29166666666667,48.39,2018-19
Sun Valley Magnet,Los Angeles Unified,Los Angeles,71.0,29.0,18.0,17.0,19.0,19.0,7.0,40.845070422535215,24.14,2018-19
Sunny Hills High,Fullerton Joint Union High,Orange,563.0,119.0,26.0,27.0,27.0,26.0,99.0,21.136767317939608,83.19,2018-19
Sunnyside High,Fresno Unified,Fresno,620.0,120.0,18.0,17.0,17.0,18.0,26.0,19.35483870967742,21.67,2018-19
Susan Miller Dorsey Senior High,Los Angeles Unified,Los Angeles,230.0,48.0,16.0,15.0,16.0,15.0,4.0,20.869565217391305,8.33,2018-19
Sutter High,Sutter Union High,Sutter,171.0,22.0,25.0,22.0,24.0,23.0,17.0,12.865497076023392,77.27,2018-19
Sweetwater High,Sweetwater Union High,San Diego,732.0,96.0,20.0,19.0,19.0,20.0,38.0,13.114754098360656,39.58,2018-19
Sylmar Charter High,Los Angeles Unified,Los Angeles,361.0,45.0,20.0,18.0,19.0,19.0,15.0,12.465373961218837,33.33,2018-19
Synergy Quantum Academy,Los Angeles Unified,Los Angeles,125.0,15.0,19.0,19.0,20.0,19.0,6.0,12.0,40.0,2018-19
Taft Charter High,Los Angeles Unified,Los Angeles,498.0,80.0,24.0,23.0,22.0,23.0,54.0,16.06425702811245,67.5,2018-19
Taft Union High,Taft Union High,Kern,204.0,35.0,21.0,18.0,19.0,19.0,11.0,17.15686274509804,31.43,2018-19
Tahoe Truckee High,Tahoe-Truckee Unified,Placer,173.0,45.0,26.0,26.0,25.0,25.0,39.0,26.011560693641616,86.67,2018-19
Tahquitz High,Hemet Unified,Riverside,386.0,28.0,19.0,17.0,18.0,19.0,7.0,7.253886010362693,25.0,2018-19
Tamalpais High,Tamalpais Union High,Marin,376.0,145.0,29.0,29.0,26.0,27.0,135.0,38.56382978723404,93.1,2018-19
